,address,street_name,street_type,street_quad,house_number,address_type,longitude,latitude,location,point,:@computed_region_4a3i_ccfj,:@computed_region_4b54_tmc4,:@computed_region_kxmf_bzkv,:@computed_region_hq2j_w7j9,:@computed_region_p8tp_5dkv,house_alpha
945,245 COPPERPOND PR SE,COPPERPOND,PR,SE,245,Parcel,-113.91836735531359,50.91653189096967,"{'latitude': '50.91653189096967', 'longitude': '-113.91836735531359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.91836735531359, 50.91653189096967]}",3,4,96,230,8,
946,447 ACADIA DR SE,ACADIA,DR,SE,447,Parcel,-114.04862993492986,50.9691511607696,"{'latitude': '50.9691511607696', 'longitude': '-114.04862993492986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04862993492986, 50.9691511607696]}",3,10,174,81,5,
947,72 HARVEST PARK RD NE,HARVEST PARK,RD,NE,72,Parcel,-114.05807727847326,51.151117764283356,"{'latitude': '51.151117764283356', 'longitude': '-114.05807727847326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05807727847326, 51.151117764283356]}",4,11,27,241,12,
948,30 HARVEST GROVE GR NE,HARVEST GROVE,GR,NE,30,Parcel,-114.04406088830532,51.1491619457717,"{'latitude': '51.1491619457717', 'longitude': '-114.04406088830532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04406088830532, 51.1491619457717]}",4,11,27,241,12,
949,9 ASPEN MEADOWS HE SW,ASPEN MEADOWS,HE,SW,9,Parcel,-114.18842556207889,51.041048104031475,"{'latitude': '51.041048104031475', 'longitude': '-114.18842556207889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18842556207889, 51.041048104031475]}",1,1,48,284,14,
950,27 RIVERBEND DR SE,RIVERBEND,DR,SE,27,Parcel,-114.0190140461397,50.975086525143944,"{'latitude': '50.975086525143944', 'longitude': '-114.0190140461397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0190140461397, 50.975086525143944]}",3,10,19,234,8,
951,129 TUSCANY RESERVE RI NW,TUSCANY RESERVE,RI,NW,129,Parcel,-114.25612504507563,51.13496923951601,"{'latitude': '51.13496923951601', 'longitude': '-114.25612504507563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.25612504507563, 51.13496923951601]}",2,13,158,107,9,
952,3 SANDRINGHAM WY NW,SANDRINGHAM,WY,NW,3,Parcel,-114.10129012265487,51.135628059684336,"{'latitude': '51.135628059684336', 'longitude': '-114.10129012265487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10129012265487, 51.135628059684336]}",2,2,270,121,4,
953,107 78 AV NE,78,AV,NE,107,Parcel,-114.07086753760835,51.12249164698645,"{'latitude': '51.12249164698645', 'longitude': '-114.07086753760835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07086753760835, 51.12249164698645]}",4,2,261,158,4,
954,162 REDSTONE DR NE,REDSTONE,DR,NE,162,Parcel,-113.96319468269466,51.16850099089418,"{'latitude': '51.16850099089418', 'longitude': '-113.96319468269466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96319468269466, 51.16850099089418]}",4,11,3,85,1,
955,79 MAPLE COURT CR SE,MAPLE COURT,CR,SE,79,Parcel,-114.03919793452617,50.96419146199101,"{'latitude': '50.96419146199101', 'longitude': '-114.03919793452617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03919793452617, 50.96419146199101]}",3,6,93,216,5,
956,387 COPPERFIELD GV SE,COPPERFIELD,GV,SE,387,Parcel,-113.93639118358739,50.90792850924489,"{'latitude': '50.90792850924489', 'longitude': '-113.93639118358739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93639118358739, 50.90792850924489]}",3,4,96,230,8,
957,76 ASPEN STONE WY SW,ASPEN STONE,WY,SW,76,Parcel,-114.21443059671243,51.047538220553605,"{'latitude': '51.047538220553605', 'longitude': '-114.21443059671243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.21443059671243, 51.047538220553605]}",1,1,48,284,14,
958,264 TEMPLEVIEW WY NE,TEMPLEVIEW,WY,NE,264,Parcel,-113.94331678984605,51.083117189399935,"{'latitude': '51.083117189399935', 'longitude': '-113.94331678984605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94331678984605, 51.083117189399935]}",4,9,22,237,3,
959,1719 21 AV SW,21,AV,SW,1719,Parcel,-114.10174499358548,51.03493480162148,"{'latitude': '51.03493480162148', 'longitude': '-114.10174499358548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10174499358548, 51.03493480162148]}",1,14,208,52,2,
960,705 5A ST NW,5A,ST,NW,705,Parcel,-114.07614605129206,51.05715468046247,"{'latitude': '51.05715468046247', 'longitude': '-114.07614605129206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07614605129206, 51.05715468046247]}",2,7,62,19,7,
961,15 WHITEHILL GA NE,WHITEHILL,GA,NE,15,Parcel,-113.96956400782787,51.09308139680781,"{'latitude': '51.09308139680781', 'longitude': '-113.96956400782787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96956400782787, 51.09308139680781]}",4,9,145,251,3,
962,438 MILLRISE DR SW,MILLRISE,DR,SW,438,Parcel,-114.09271666891154,50.915442684189124,"{'latitude': '50.915442684189124', 'longitude': '-114.09271666891154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09271666891154, 50.915442684189124]}",1,5,156,74,6,
963,40 STRADBROOKE WY SW,STRADBROOKE,WY,SW,40,Parcel,-114.1756719185102,51.04388510393862,"{'latitude': '51.04388510393862', 'longitude': '-114.1756719185102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1756719185102, 51.04388510393862]}",1,1,67,20,14,
964,2021R 9 AV SE,9,AV,SE,2021,Parcel,-114.01744438171819,51.03360235659201,"{'latitude': '51.03360235659201', 'longitude': '-114.01744438171819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01744438171819, 51.03360235659201]}",3,10,54,54,11,R
965,80 CARRINGVUE ST NW,CARRINGVUE,ST,NW,80,Parcel,-114.0802551242887,51.17987348829539,"{'latitude': '51.17987348829539', 'longitude': '-114.0802551242887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0802551242887, 51.17987348829539]}",2,11,242,9,12,
966,276 WOODSIDE CI SW,WOODSIDE,CI,SW,276,Parcel,-114.11257971619975,50.93974958508771,"{'latitude': '50.93974958508771', 'longitude': '-114.11257971619975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11257971619975, 50.93974958508771]}",1,5,216,142,6,
967,491 BRACEWOOD CR SW,BRACEWOOD,CR,SW,491,Parcel,-114.10940576374225,50.952759280547276,"{'latitude': '50.952759280547276', 'longitude': '-114.10940576374225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10940576374225, 50.952759280547276]}",1,8,23,238,5,
968,1455 SHERWOOD BV NW,SHERWOOD,BV,NW,1455,Parcel,-114.15461019368861,51.16061067255738,"{'latitude': '51.16061067255738', 'longitude': '-114.15461019368861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.15461019368861, 51.16061067255738]}",2,3,292,86,10,
969,791 PRESTWICK CI SE,PRESTWICK,CI,SE,791,Parcel,-113.97160098385181,50.926623835299175,"{'latitude': '50.926623835299175', 'longitude': '-113.97160098385181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97160098385181, 50.926623835299175]}",3,4,46,287,8,
970,67 MASSEY PL SW,MASSEY,PL,SW,67,Parcel,-114.09401241283337,50.99678865042024,"{'latitude': '50.99678865042024', 'longitude': '-114.09401241283337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09401241283337, 50.99678865042024]}",1,8,218,115,5,
971,2936 PALLISER DR SW,PALLISER,DR,SW,2936,Parcel,-114.1280206638482,50.96980079923737,"{'latitude': '50.96980079923737', 'longitude': '-114.1280206638482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1280206638482, 50.96980079923737]}",1,8,217,155,5,
972,58 WALCREST RO SE,WALCREST,RO,SE,58,Parcel,-114.01049811699285,50.866328494901154,"{'latitude': '50.866328494901154', 'longitude': '-114.01049811699285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01049811699285, 50.866328494901154]}",3,6,135,190,13,
973,639B 15 AV NE,15,AV,NE,639,Parcel,-114.04852735995887,51.0658442255906,"{'latitude': '51.0658442255906', 'longitude': '-114.04852735995887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04852735995887, 51.0658442255906]}",4,10,171,78,11,B
974,67 EDFORTH WY NW,EDFORTH,WY,NW,67,Parcel,-114.14253486545505,51.126131779025094,"{'latitude': '51.126131779025094', 'longitude': '-114.14253486545505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.14253486545505, 51.126131779025094]}",2,2,272,59,4,
975,136 ABERFOYLE CL NE,ABERFOYLE,CL,NE,136,Parcel,-113.92386954233618,51.060232390818875,"{'latitude': '51.060232390818875', 'longitude': '-113.92386954233618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.92386954233618, 51.060232390818875]}",4,12,94,168,3,
976,215 SHERWOOD MT NW,SHERWOOD,MT,NW,215,Parcel,-114.15709233021221,51.160427466614,"{'latitude': '51.160427466614', 'longitude': '-114.15709233021221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.15709233021221, 51.160427466614]}",2,3,292,86,10,
977,100 CASTLEGREEN CL NE,CASTLEGREEN,CL,NE,100,Parcel,-113.95844670761035,51.1099198598975,"{'latitude': '51.1099198598975', 'longitude': '-113.95844670761035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95844670761035, 51.1099198598975]}",4,9,119,262,1,
978,283 QUEEN CHARLOTTE WY SE,QUEEN CHARLOTTE,WY,SE,283,Parcel,-114.01964930613144,50.937122287677084,"{'latitude': '50.937122287677084', 'longitude': '-114.01964930613144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01964930613144, 50.937122287677084]}",3,6,215,141,13,
979,244 SCARBORO AV SW,SCARBORO,AV,SW,244,Parcel,-114.10312634471717,51.04000985846224,"{'latitude': '51.04000985846224', 'longitude': '-114.10312634471717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10312634471717, 51.04000985846224]}",1,14,173,170,2,
980,1852 PANATELLA BV NW,PANATELLA,BV,NW,1852,Parcel,-114.08093415310347,51.1668681643731,"{'latitude': '51.1668681643731', 'longitude': '-114.08093415310347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08093415310347, 51.1668681643731]}",2,11,235,95,12,
981,4203 4 ST NW,4,ST,NW,4203,Parcel,-114.0718743770553,51.08894395163998,"{'latitude': '51.08894395163998', 'longitude': '-114.0718743770553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0718743770553, 51.08894395163998]}",2,7,37,295,4,
982,122 ASPEN RIDGE PL SW,ASPEN RIDGE,PL,SW,122,Parcel,-114.19420379973111,51.04046779645968,"{'latitude': '51.04046779645968', 'longitude': '-114.19420379973111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.19420379973111, 51.04046779645968]}",1,1,48,284,14,
983,1914 50 AV SW,50,AV,SW,1914,Parcel,-114.10429884543811,51.008830748882595,"{'latitude': '51.008830748882595', 'longitude': '-114.10429884543811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10429884543811, 51.008830748882595]}",1,8,200,267,2,
984,8 SETON GV SE,SETON,GV,SE,8,Parcel,-113.95882761759212,50.86746343665816,"{'latitude': '50.86746343665816', 'longitude': '-113.95882761759212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95882761759212, 50.86746343665816]}",3,4,229,94,8,
985,9515 FAIRMOUNT DR SE,FAIRMOUNT,DR,SE,9515,Parcel,-114.05930283726313,50.96807355187557,"{'latitude': '50.96807355187557', 'longitude': '-114.05930283726313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05930283726313, 50.96807355187557]}",3,10,174,81,5,
986,394 PANAMOUNT DR NW,PANAMOUNT,DR,NW,394,Parcel,-114.07486798263979,51.15929628603433,"{'latitude': '51.15929628603433', 'longitude': '-114.07486798263979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07486798263979, 51.15929628603433]}",2,11,235,95,12,
987,2710 46 ST SE,46,ST,SE,2710,Parcel,-113.96697602431509,51.030129226605354,"{'latitude': '51.030129226605354', 'longitude': '-113.96697602431509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96697602431509, 51.030129226605354]}",3,10,196,1,11,
988,4649 70 ST NW,70,ST,NW,4649,Parcel,-114.19588506909135,51.093965798012356,"{'latitude': '51.093965798012356', 'longitude': '-114.19588506909135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.19588506909135, 51.093965798012356]}",2,13,149,77,9,
989,60 CASTLEBROOK RI NE,CASTLEBROOK,RI,NE,60,Parcel,-113.96398103184177,51.104384672533186,"{'latitude': '51.104384672533186', 'longitude': '-113.96398103184177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96398103184177, 51.104384672533186]}",4,9,119,262,1,
990,284 MT ABERDEEN CL SE,MT ABERDEEN,CL,SE,284,Parcel,-113.97677042917167,50.92974366896284,"{'latitude': '50.92974366896284', 'longitude': '-113.97677042917167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97677042917167, 50.92974366896284]}",3,4,296,89,13,
991,227 LYNNBROOK CL SE,LYNNBROOK,CL,SE,227,Parcel,-114.01982754216718,50.99255278848144,"{'latitude': '50.99255278848144', 'longitude': '-114.01982754216718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01982754216718, 50.99255278848144]}",3,10,28,242,11,
992,443 ACADIA DR SE,ACADIA,DR,SE,443,Parcel,-114.04868290903812,50.96929761033898,"{'latitude': '50.96929761033898', 'longitude': '-114.04868290903812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.04868290903812, 50.96929761033898]}",3,10,174,81,5,
993,4567 STANLEY DR SW,STANLEY,DR,SW,4567,Parcel,-114.07138142727229,51.01319351611405,"{'latitude': '51.01319351611405', 'longitude': '-114.07138142727229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07138142727229, 51.01319351611405]}",1,10,60,276,5,
994,44 AUBURN GLEN VW SE,AUBURN GLEN,VW,SE,44,Parcel,-113.95414527491202,50.89938961680137,"{'latitude': '50.89938961680137', 'longitude': '-113.95414527491202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95414527491202, 50.89938961680137]}",3,4,95,217,8,
995,1520 43 ST SE,43,ST,SE,1520,Parcel,-113.9712506337173,51.039777552018634,"{'latitude': '51.039777552018634', 'longitude': '-113.9712506337173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9712506337173, 51.039777552018634]}",3,12,85,211,11,
996,33 HOWSE TC NE,HOWSE,TC,NE,33,Parcel,-114.06194049529135,51.18777292058284,"{'latitude': '51.18777292058284', 'longitude': '-114.06194049529135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06194049529135, 51.18777292058284]}",4,11,246,10,12,
997,19 ROYAL OAK GA NW,ROYAL OAK,GA,NW,19,Parcel,-114.22978969349498,51.152069647979786,"{'latitude': '51.152069647979786', 'longitude': '-114.22978969349498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.22978969349498, 51.152069647979786]}",2,3,252,13,9,
998,2725 16A ST NW,16A,ST,NW,2725,Parcel,-114.10264617567142,51.077032866044256,"{'latitude': '51.077032866044256', 'longitude': '-114.10264617567142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10264617567142, 51.077032866044256]}",2,7,63,51,7,
